,accuracy_gmm_correlation_gauss,accuracy_gmm_correlation_v_gauss,accuracy_gmm_voltage_gauss,accuracy_gmm_voltage_v_gauss,accuracy_hierarchical_correlation_gauss,accuracy_hierarchical_correlation_v_gauss,accuracy_hierarchical_voltage_gauss,accuracy_hierarchical_voltage_v_gauss,accuracy_kmeans_correlation_gauss,accuracy_kmeans_correlation_v_gauss,accuracy_kmeans_voltage_gauss,accuracy_kmeans_voltage_v_gauss,accuracy_kmedoids_correlation_gauss,accuracy_kmedoids_correlation_v_gauss,accuracy_kmedoids_voltage_gauss,accuracy_kmedoids_voltage_v_gauss,accuracy_spectral_correlation_gauss,accuracy_spectral_correlation_v_gauss,accuracy_spectral_voltage_gauss,accuracy_spectral_voltage_v_gauss,accuracy_gmm_correlation_laplace,accuracy_gmm_correlation_v_laplace,accuracy_gmm_voltage_laplace,accuracy_gmm_voltage_v_laplace,accuracy_hierarchical_correlation_laplace,accuracy_hierarchical_correlation_v_laplace,accuracy_hierarchical_voltage_laplace,accuracy_hierarchical_voltage_v_laplace,accuracy_kmeans_correlation_laplace,accuracy_kmeans_correlation_v_laplace,accuracy_kmeans_voltage_laplace,accuracy_kmeans_voltage_v_laplace,accuracy_kmedoids_correlation_laplace,accuracy_kmedoids_correlation_v_laplace,accuracy_kmedoids_voltage_laplace,accuracy_kmedoids_voltage_v_laplace,accuracy_spectral_correlation_laplace,accuracy_spectral_correlation_v_laplace,accuracy_spectral_voltage_laplace,accuracy_spectral_voltage_v_laplace,random_state,window_start,random_state_labels
0,0.9782451051486585,0.9927483683828862,0.6395939086294417,0.653372008701958,0.9506889050036258,0.9789702683103698,0.8187092095721538,0.8774474256707759,0.9746192893401016,0.9927483683828862,0.9782451051486585,0.6359680928208847,0.8520667150108775,0.9709934735315446,0.45830311820159536,0.6932559825960841,0.977519941986947,0.9956490210297317,0.977519941986947,0.9956490210297317,0.9050036258158085,0.971718636693256,0.8825235678027556,0.5221174764321972,0.7585206671501088,0.9325598259608412,0.6171138506163887,0.7759245830311821,0.9042784626540972,0.962291515591008,0.8999274836838289,0.6569978245105149,0.36765772298767224,0.8636693255982596,0.39231327048585934,0.38071065989847713,0.9071791153009428,0.9702683103698332,0.9100797679477882,0.9702683103698332,1885709471,0,1173222463
1,0.9825960841189267,0.9920232052211748,0.6664249456127629,0.9956490210297317,0.9506889050036258,0.9898477157360406,0.8411892675852066,0.9079042784626541,0.9825960841189267,0.9927483683828862,0.9818709209572154,0.9956490210297317,0.8310369833212473,0.9659173313995649,0.4191443074691806,0.43147208121827413,0.977519941986947,0.9963741841914431,0.9767947788252357,0.9970993473531544,0.9050036258158085,0.9637418419144308,0.6091370558375635,0.6446700507614214,0.7309644670050761,0.9202320522117476,0.4938361131254532,0.794778825235678,0.9028281363306744,0.9637418419144308,0.9129804205946338,0.6555474981870921,0.36983321247280637,0.8179840464104423,0.41479332849891226,0.49311094996374183,0.911530094271211,0.9731689630166788,0.9144307469180566,0.971718636693256,1561234711,96,1173222463
2,0.977519941986947,0.9934735315445975,0.9782451051486585,0.9920232052211748,0.9296591733139956,0.9862218999274837,0.8201595358955766,0.9028281363306744,0.9767947788252357,0.9927483683828862,0.9796954314720813,0.9920232052211748,0.8433647570703409,0.9724437998549673,0.41189267585206674,0.813633067440174,0.9796954314720813,0.9956490210297317,0.9804205946337926,0.994198694706309,0.8948513415518492,0.9753444525018129,0.9006526468455403,0.9608411892675852,0.7708484408992023,0.8970268310369833,0.49746192893401014,0.7766497461928934,0.8948513415518492,0.9680928208846991,0.9006526468455403,0.9608411892675852,0.546047860768673,0.8484408992023206,0.406816533720087,0.4648295866569978,0.9050036258158085,0.9738941261783901,0.9071791153009428,0.9731689630166788,398418263,192,1173222463
3,0.977519941986947,0.9927483683828862,0.6664249456127629,0.9956490210297317,0.9224075416968818,0.9724437998549673,0.8100072516316171,0.9195068890500363,0.977519941986947,0.9912980420594634,0.9767947788252357,0.9956490210297317,0.6018854242204495,0.9738941261783901,0.4031907179115301,0.49746192893401014,0.9738941261783901,0.9912980420594634,0.9731689630166788,0.9963741841914431,0.9224075416968818,0.9753444525018129,0.5721537345902828,0.4271211022480058,0.7991298042059464,0.9013778100072516,0.5982596084118926,0.7839013778100072,0.9231327048585932,0.9738941261783901,0.9187817258883249,0.4271211022480058,0.49673676577229875,0.8491660623640319,0.4031907179115301,0.43582306018854244,0.9216823785351704,0.9753444525018129,0.9224075416968818,0.977519941986947,1160081537,288,1173222463
4,0.9789702683103698,0.9920232052211748,0.9789702683103698,0.9883973894126178,0.9514140681653372,0.9789702683103698,0.8266860043509789,0.9006526468455403,0.9789702683103698,0.9920232052211748,0.9825960841189267,0.9883973894126178,0.6040609137055838,0.9695431472081218,0.4010152284263959,0.4916606236403191,0.9782451051486585,0.9912980420594634,0.9782451051486585,0.990572878897752,0.9202320522117476,0.981145757795504,0.9180565627266135,0.6598984771573604,0.7875271936185642,0.9202320522117476,0.580130529369108,0.8100072516316171,0.9195068890500363,0.981145757795504,0.9216823785351704,0.6620739666424945,0.4662799129804206,0.8375634517766497,0.3778100072516316,0.43437273386511965,0.9180565627266135,0.9818709209572154,0.9144307469180566,0.9804205946337926,1977618667,384,1173222463
5,0.9731689630166788,0.9840464104423495,0.6287164612037709,0.9963741841914431,0.9543147208121827,0.9427121102248006,0.8426395939086294,0.9042784626540972,0.9738941261783901,0.9825960841189267,0.9796954314720813,0.9963741841914431,0.8571428571428571,0.981145757795504,0.467005076142132,0.7817258883248731,0.9789702683103698,0.9978245105148659,0.9767947788252357,0.9985496736765772,0.8868745467730239,0.7868020304568528,0.6018854242204495,0.9760696156635243,0.766497461928934,0.5707034082668601,0.574329224075417,0.7904278462654097,0.8905003625815808,0.9412617839013778,0.9173313995649021,0.9760696156635243,0.4459753444525018,0.8477157360406091,0.4234952864394489,0.5300942712110225,0.9173313995649021,0.9782451051486585,0.9166062364031907,0.9789702683103698,840791536,480,1173222463
6,0.9709934735315446,0.9934735315445975,0.6555474981870921,0.9927483683828862,0.9456127628716461,0.9804205946337926,0.8216098622189992,0.9245830311820159,0.9709934735315446,0.9934735315445975,0.9767947788252357,0.9927483683828862,0.860768672951414,0.9688179840464104,0.45467730239303844,0.7984046410442349,0.9753444525018129,0.9978245105148659,0.9746192893401016,0.9970993473531544,0.9079042784626541,0.9709934735315446,0.41624365482233505,0.9427121102248006,0.7628716461203771,0.9151559100797679,0.4873096446700508,0.7976794778825236,0.9079042784626541,0.9572153734590283,0.9071791153009428,0.9427121102248006,0.38506163886874545,0.6142131979695431,0.3828861493836113,0.5692530819434373,0.9071791153009428,0.9746192893401016,0.9071791153009428,0.9709934735315446,2032734713,576,1173222463
7,0.9746192893401016,0.9818709209572154,0.6613488034807832,0.6729514140681654,0.943437273386512,0.9673676577229877,0.7643219724437998,0.8970268310369833,0.9760696156635243,0.9818709209572154,0.9760696156635243,0.6715010877447426,0.8687454677302393,0.9521392313270486,0.3988397389412618,0.7621464829586657,0.9760696156635243,0.9934735315445975,0.9753444525018129,0.9934735315445975,0.8992023205221175,0.9514140681653372,0.6323422770123278,0.6156635242929659,0.7802755620014503,0.8295866569978245,0.6366932559825961,0.7751994198694706,0.8941261783901377,0.9448875997099347,0.8992023205221175,0.6961566352429297,0.640319071791153,0.8578680203045685,0.36983321247280637,0.4757070340826686,0.9086294416243654,0.9593908629441624,0.9064539521392313,0.9709934735315446,621707635,672,1173222463
8,0.9767947788252357,0.9883973894126178,0.9738941261783901,0.9876722262509064,0.9499637418419145,0.9760696156635243,0.8440899202320522,0.9187817258883249,0.9746192893401016,0.9883973894126178,0.9746192893401016,0.9876722262509064,0.9050036258158085,0.9782451051486585,0.36548223350253806,0.4459753444525018,0.9746192893401016,0.9912980420594634,0.9753444525018129,0.9920232052211748,0.9238578680203046,0.9782451051486585,0.5939086294416244,0.9608411892675852,0.7802755620014503,0.9231327048585932,0.5097897026831038,0.788977519941987,0.9238578680203046,0.9782451051486585,0.9173313995649021,0.9608411892675852,0.43292240754169686,0.8730964467005076,0.3734590282813633,0.4249456127628716,0.9245830311820159,0.9782451051486585,0.9224075416968818,0.9746192893401016,1877991823,768,1173222463
9,0.9796954314720813,0.9876722262509064,0.9782451051486585,0.6664249456127629,0.9477882523567803,0.8709209572153734,0.8158085569253082,0.9144307469180566,0.9796954314720813,0.9847715736040609,0.9782451051486585,0.6707759245830311,0.864394488759971,0.9724437998549673,0.5134155184916607,0.47425670775924583,0.9818709209572154,0.9920232052211748,0.9804205946337926,0.9912980420594634,0.9195068890500363,0.9659173313995649,0.9100797679477882,0.6555474981870921,0.7781000725163162,0.8440899202320522,0.6207396664249456,0.7766497461928934,0.9224075416968818,0.962291515591008,0.9166062364031907,0.6606236403190718,0.5010877447425671,0.8295866569978245,0.4176939811457578,0.45830311820159536,0.9224075416968818,0.9702683103698332,0.9187817258883249,0.962291515591008,991470358,864,1173222463
